Score %,Company name,Website URL,Gehaald punten,Mogelijke Punten,Uitleg score,Keyword,Date,Wat voor producten ze verkopen,Aantal SKU's,Kleinste product naam,Kleinste product URL,Kleinste product afmetingen ,Kleinste product gewicht,Grootste product naam,Grootste product URL,Grootste product afemtingen,Grootste product gewicht,Lichtste product naam,Lichtste product URL,Lichtste product afemtingen,Lichtste product gewicht,Zwaarste product naam,Zwaarste product URL,Zwaarste product afmetingen,Zwaarste product gewicht,Retour adress,Cutoff tijd,Cutoff Note,Waar ze hun producten naartoe sturen,Instagram,Facebook,Youtube,Tiktok,X,Linked In,Status Product/Bedrijfs Informatie,Google Rating,Google Total Reviews,Recent Review 1,Recent Review 2,Recent Review 3,Google Business Adress,Google Place ID,Status Google Reviews,TrustPilot Rating,TrustPilot Total Reviews,TrustPilot Recent Review 1,TrustPilot Recent Review 2,TrustPilot Recent Review 3,Date,TrustPilot URL,Status TrustPilot,Has Meta Ads,Meta active ads count,Meta Platforms,Meta Last ad run,Meta Ads runned last 30 days?,Meta Likes count,Meta Libary URL,Meta Page ID,Google has ads,Google Page ID,Google Latest ad,Ads runned last 30 days?,Status,Contact 1 First Name,Contact 1 Last Name,Contact 1 Position,Contact 1 Linked-In,Contact 2 First Name,Contact 2 Last Name,Contact 2 Position,Contact 2 Linked-In,Contact 3 First Name,Contact 3 Last Name,Contact 3 Position,Contact 3 Linked-In,Contact 4 First Name,Contact 4 Last Name,Contact 4 Position,Contact 4 Linked-In,Contact 5 First Name,Contact 5 Last Name,Contact 5 Position,Contact 5 Linked-In
80%,Hidden-Beauty,https://www.hidden-beauty.nl/ ,51,64,"Hidden-Beauty scoorde hoog dankzij een uitstekende Google Rating en een volledig assortiment aan SKU's. Echter, het ontbreken van gegevens over de grootste productgrootte en TP Rating, samen met het niet adverteren via Google Ads, drukten de score aanzienlijk.",Colageen,2026-03-13 13:16:37,Schoonheidsproducten en behandelingen,48,Lipbalm SPF 15,https://www.hidden-beauty.nl/products/lipbalm-spf-15,6ml,10g,Aftersun,https://www.hidden-beauty.nl/products/aftersun-1,200ml,220g,Boost it up! Serum capsules,https://www.hidden-beauty.nl/products/boost-it-up-serum-capsules,30ml,25g,Aftersun,https://www.hidden-beauty.nl/products/aftersun-1,200ml,220g,"null, null, null, null",,,,,,,,,,Done,4.8,32,"5/5 - Chantal Zwart (12 maanden geleden): Vandaag een heerlijke gezichtsbehandeling ondergaan met een rustig muziekje op de achtergrond.
Ook meteen de teennagels weer knap nu het zonnetje zich weer laat zien.
Met een fluweelzacht gezicht, zonnige voetjes én helemaal ontspannen de deur weer u","5/5 - Maureen (2 jaar geleden): Het is altijd heerlijk bij Roxy! Schoonheidsbehandelingen en massages, allemaal top! Ook de seizoensbehandelingen zijn heerlijk. Een moment om echt tot rust te komen; ze neemt de tijd, legt uit wat ze doet met een heerlijk muziekje op de achtergrond.","1/5 - Ira Kalma (2 jaar geleden): De plaats is schoon en goed onderhouden. Maar, dit was slechtste pedicure die ik ooit heb gehad. Droge pedicure, een beetje vijlen van de teennagels en voet en dat is het. Geen werk aan de huid rond de teennagels, geen knippen. De gellak werd over de","Fortuinlaan 22, 1561 JD Krommenie, Nederland",ChIJa5ol-BH7xUcR8BhH5VtXy-4,Complete,,,,,,,https://www.trustpilot.com/review/hidden-beauty.nl,Failed,TRUE,24,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-11,Yes,1256,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=100652075612882,100652075612882,FALSE,search_W75dANvqloTjO3DYq4blrDJ3,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
50%,Mill & Folks,https://www.millandfolks.com/ ,32,64,"Mill & Folks scoorde goed op Google-beoordelingen en advertenties op sociale media, wat hun zichtbaarheid versterkt. Echter, het ontbreken van gegevens over de grootste productgrootte en TP-beoordelingen, samen met een laag advertentievolume, beïnvloedde hun score negatief.",Colageen,2026-03-13 13:16:45,Gluten-free and plant-based food products,135,USA Medical CBD Oil 3000 mg | 30 ml,https://www.millandfolks.com/collections/usa-medical/products/usa-medical-cbd-oil-3000mg-30ml,30ml,,Oosty Gouda flavoured plant-based mixture,https://www.millandfolks.com/collections/oosty/products/oosty-gouda-flavoured-plant-based-mixture-332g,1kg,,Cupster instant broccoli - kale creamsoup 20g,https://www.millandfolks.com/collections/cupster-instant-soups/products/cupster-instant-broccoli-kale-creamsoup-29g,,20g,Bake-Free Deep fried Flatbread - doughnut flour mixture 900g,https://www.millandfolks.com/collections/flour-mixtures/products/bake-free-deep-fried-flatbread-doughnut-flour-mixture-900g,,900g,"null, null, null, null",,Order context not specified.,"Austria
Belgium
Bosnia-Herzegovina
Bulgaria
Croatia
Czechia
Denmark
Estonia
Finland
France
Germany
Greece
Ireland
Italy
Latvia
Lithuania
Luxembourg
Netherlands
Poland
Portugal
Romania
Serbia
Slovakia
Slovenia
Spain
Sweden
Switzerland
United Kingdom
Worldwide",,,,,,,Done,4.1,40,"5/5 - VETONI TRUCK (10 maanden geleden): Ze zijn daar cool, soms zijn er te veel auto's dus moet je wachten, soms is het ein zwei 😉😃 als je met graan aankomt, stop dan aan de rand van de oprit, ga naar het kantoor, dat rechts van de weegschaal de trap op is, binnen vul je het inschrijffor","5/5 - Gun Sam (11 maanden geleden): Zeer onhandig laden van meel, weegschaal, kantoor voor de weegschaal","1/5 - Cezar Gigi Pinzariu (een jaar geleden): Ik had goede recensies over dit bedrijf gelezen en ging vol vertrouwen op pad om te laden! Maar wat een teleurstelling! Bij laadperron 7 stond een man die een echte racist was! Ik spreek Engels, Frans, Spaans en een beetje Russisch! Ik spreek geen Du","Franziusstraße 15, 60314 Frankfurt am Main, Duitsland",ChIJdYu2B34OvUcRmzJ4agCEf3A,Complete,,,,,,,https://www.trustpilot.com/review/millandfolks.com,Failed,TRUE,1,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",2026-03-11,Yes,89,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=285827111279658,285827111279658,TRUE,AR05999798489054183425,2025-06-02,No,No Prospects Found,,,,,,,,,,,,,,,,,,,,
76%,Dr. Jetske Ultee Skincare,https://www.dr-jetskeultee-skincare.nl/ ,56,74,"Dr. Jetske Ultee Skincare scoorde hoog op SKU-aantal en productgewicht, wat sterke punten zijn. Echter, het ontbreken van gegevens over de grootste productgrootte en Meta Ads heeft de score negatief beïnvloed.",Colageen,2026-03-13 13:16:53,Huidverzorgingsproducten met actieve ingrediënten,43,Concealer,https://www.dr-jetskeultee-skincare.nl/producten/make-up/concealer.html,,3.4g,Suncover SPF 50,https://www.dr-jetskeultee-skincare.nl/shop-homepage/suncover-spf-50.html,,,Concealer,https://www.dr-jetskeultee-skincare.nl/producten/make-up/concealer.html,,3.4g,Clay Powder,https://www.dr-jetskeultee-skincare.nl/producten/gezichtsverzorging/clay-powder.html,,40g,"null, null, null, null",,,"Netherlands
Belgium
France
Germany
Rest of the world",,,,,,,Done,4.6,42,5/5 - Lisan Granneman (2 weken geleden): Ik heb een huidverbeteringstraject van 4 maanden erop zitten met laser/IPL en peelings om mijn pigmentvlekken en roodheid te verminderen. Ben onwijs tevreden over de resultaten die we geboekt hebben en de service die Manon en andere huidtherapeuten g,"5/5 - IEF - (3 weken geleden): Beste skincare behandelingen ever !!!
Ik ben al een grote fan van hun producten.
Ik dacht, laat ik hun skincare centre ook eens bezoeken.
Het heeft mijn huid echt verbeterd.
Ook zijn ze allemaal zo vriendelijk en behulpzaam.
Ze hebben alvast een vast",5/5 - Wies Beijen (een maand geleden): Wat een onwijs fijne ervaring heb ik hier gehad. Het pand an sich is al een feestje om binnen te treden. Daarna rustig en uitgebreid uitleg gekregen over mijn huid en eventuele verbeterpunten. Vervolgens direct over gegaan op behandeling. Famke heeft,"Kon. Emmaplein 7, 3016 AA Rotterdam, Nederland",ChIJ6_daMWIzxEcRbC0lMmaxIEw,Complete,4.4,51,"5/5 - De IPL-behandelingen voor mijn pigmentvlekken in combinatie met de huidverzorgingsproducten (Moisturizer, Vitamine A-serum en Exfoliant) hebben ervoor gezorgd dat mijn huid er weer fris uitziet. Ik ben echt enorm tevreden over de behandelingen en de professionaliteit van het team.  - December 2, 2025","4/5 - Ik gebruik de foundation van dit merk. Foundation is fijn in gebruik en zit gewoon perfect maar ik ben er net achter gekomen dat er microplastics inzitten. De laatste wetenschappelijke onderzoeken wijzen uit dat je make up met microplastics links moet laten liggen. Het verhaal over microplastics van Jetske op haar site overtuigt mij niet om het wel te kopen. Het is niet bekend wat microplastics doen met de mens of het milieu, feit is dat er steeds meer microplastics in het lichaam/hersenen van de mens zit. Ik stap over naar een merk die vrij is van microplastics. - September 19, 2025","5/5 - Frank - September 6, 2025",,https://www.trustpilot.com/review/dr-jetskeultee-skincare.nl,Complete,FALSE,0,,,,,,,TRUE,AR06714673873960304641,2026-03-11,Yes,0,,,,,,,,,,,,,,,,,,,,
68%,Second Nature,https://second-nature.shop/ ,56,82,"Second Nature scoorde hoog op productgerelateerde criteria zoals SKU-aantal en productafmetingen, wat hun logistieke potentieel benadrukt. Echter, het gebrek aan online aanwezigheid en beoordelingen, samen met ontbrekende gegevens over derden, verzwakt hun score aanzienlijk.",Wasstrips,2026-03-13 13:17:00,Duurzame wasproducten en scheerbenodigdheden,13,The Razor Protective Case,https://second-nature.shop/products/de-razor-beschermhoes,90 x 30 x 10mm,50g,All Purpose Cleaner Starter Set,https://second-nature.shop/products/all-purpose-cleaner-pakket,250 x 80 x 80mm,500g,Laundry Sheets Bundle - 6 Months of Washing,https://second-nature.shop/products/wasstrips-halfjaarbundel,150 x 100 x 20mm,30g,Hand Soap Starter Set,https://second-nature.shop/products/hand-soap-pakket,70 x 170 x 70mm,66g,"Energieweg 39, 2404 HE, Alphen a/d Rijn, Nederland",,"Vandaag besteld, volgende werkdag geleverd","Nederland
België
Duitsland
Frankrijk
Spanje
Italië
Luxemburg
Oostenrijk
Denemarken
Zweden
Finland
Ierland
Litouwen
Letland
Estland
Polen
Portugal",,,,,,,Done,5,4,5/5 - Lea Angele (5 maanden geleden): We zijn vandaag voor het eerst tussen de colleges door naar de winkel geweest en waren helemaal tevreden. De medewerker was erg aardig en de producten zijn ook geweldig. Mijn vriendin heeft een hele mooie tas gekocht voor een hele goede prijs :),5/5 - Dorothea Tempel (5 maanden geleden): Ruime keuze en eerlijke prijzen! :),"5/5 - Soph (9 maanden geleden): Uitzonderlijke koopwaar, geweldige prijzen en zeer vriendelijk personeel. Ze vullen een enorm gat in de markt in het centrum voor authentieke vintage tweedehandsmode, maar ook meubels, sieraden en meer.

Ik kom zeker terug! 🫶","Sanderstraße 27, 97070 Würzburg, Duitsland",ChIJHRYaDcmRokcRN5m6vfjfDCE,Complete,,,,,,,https://www.trustpilot.com/review/second-nature.shop,Failed,FALSE,0,,,,,,124316587985008,FALSE,search_JoY68Me7qNsA98j0Xv0axRVb,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
67%,Cosmeau,https://cosmeau.com/ ,67,100,"Cosmeau scoorde hoog op klanttevredenheid en online zichtbaarheid, wat wijst op een sterke reputatie en marketinginspanningen. Echter, het beperkte aantal SKU's en de kleine productafmetingen verzwakten hun score aanzienlijk.",Wasstrips,2026-03-13 13:17:07,Betaalbare home & care producten,107,Safety Razor Leather Cover Reiskapje Beschermkapje,https://cosmeau.com/products/safety-razor-reiskapje,50 x 20 x 10mm,10g,Megavoordeel Vaatwastabletten 4x50 Plantaardig,https://cosmeau.com/products/vaatwastabletten-4x50-voordeelverpakking,300 x 200 x 150mm,5000g,Gratis Wasmiddel Wasstrips Samples,https://cosmeau.com/products/gratis-cosmeau-wasmiddel-wasstrips-samples,100 x 80 x 5mm,16g,Bamboozy Safety Razor + 20x Blades Stainless steel,https://cosmeau.com/products/safety-razor-rose-goud-20-mesjes-veiligheids-scheermesje-voor-vrouwen-dames,150 x 50 x 25mm,93g,"null, null, null, null",15:00,,,https://instagram.com/cosmeau.eco,https://facebook.com/cosmeau.eco,,https://www.tiktok.com/@cosmeau.eco,,,Done,4.5,1026,"3/5 - Annemarije Spreksel (2 weken geleden): Diverse producten gekocht, oa de wasstrips en vaatwas tabletten. Hier ben ik op zich tot nu toe tevreden over. Maar ik heb ook de snijplanken gekocht en daar zijn na 2 keer gebruik al losse zwarte sliertjes te zien die in je eten komen. Ik heb hierov","5/5 - Nathalie Van Opdenbosch (2 weken geleden): Ik bestel regelmatig bij Cosmeau en ben uiteraard zeer tevreden. Goede producten tegen een eerlijke prijs die zeer lekker ruiken en nog eens eco friendly en animal cruelty free zijn, dat is fantastisch! Snelle levering ook in België. Ik ben alvast gr","4/5 - Eelkje de graaf (3 weken geleden): Opzich ben ik tevreden met de Cosmeau producten. De vaattabletten zijn goed, alleen  het bestek is vlekkerig en theeglazen worden niet Schoon. Ik heb gratis (top) navuldeo gekregen omdat de vorige te strak in de verpakking zat. Met de nieuwe gaat het","Olieweg 1, 1951 NH Velsen-Noord, Nederland",ChIJ9d0KEi3lxUcRV7wRgCa3lyg,Complete,4.2,1099,"1/5 - Since changing the format of parrels they don't work anymore. There is a lot of dust in the package instead of parrels and even when adding big amount there is no smell. They used to work better, now it's waste of money.  - December 2, 2025","5/5 - I am very happy with the single blade shaver, apart from sustainable, it has soften my skin! - July 19, 2025","5/5 - It's not the first time I order and I'm always satisfied by the washing sheets and the multipurpose cleaner tabs. The delivery has been done on time as well. Highly recommend! - May 2, 2025",,https://www.trustpilot.com/review/cosmeau.com,Complete,TRUE,42,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-13,Yes,5669,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=109307048409228,109307048409228,TRUE,AR14781314323540082689,2026-03-13,Yes,1 Prospect Found,Jason,T. Wen,Founder,https://www.linkedin.com/in/jasonwen,,,,,,,,,,,,,,,,
57%,Seaves,https://seaves.com/ ,38,67,"Seaves scoort hoog op productafmetingen en gewicht, wat gunstig is voor logistiek. Echter, het ontbreken van Google- en Trustpilot-gegevens en het niet adverteren op Meta en Google beïnvloeden de score negatief.",Wasstrips,2026-03-13 13:17:14,Eco-vriendelijke wasstrips en vaatwasstrips,9,Seaves Wasstrips - Fresh Linen,https://seaves.com/products/seaves-fresh-linen,100 x 100 x 10mm,50g,Seaves Wasstrips - Fresh Linen,https://seaves.com/products/seaves-fresh-linen,100 x 100 x 10mm,50g,Seaves Wasstrips - Fresh Linen,https://seaves.com/products/seaves-fresh-linen,100 x 100 x 10mm,50g,Seaves Wasstrips - Fresh Linen,https://seaves.com/products/seaves-fresh-linen,100 x 100 x 10mm,50g,"null, null, null, null",,Vandaag besteld = morgen in huis,Netherlands,,,,,,,Done,,,,,,,,Failed,,,,,,,https://www.trustpilot.com/review/seaves.com,Failed,FALSE,0,,,,,,827698027087033,FALSE,search_jOZRYa4201HBGrPN2klD6mVx,,,No Prospects Found,,,,,,,,,,,,,,,,,,,,
58%,The Sustainable Superstore,https://thesustainablesuperstore.com/ ,43,74,"The Sustainable Superstore scoort hoog op productvariëteit en klanttevredenheid, maar mist gegevens over de grootste productafmetingen en advertentie-activiteiten. Het lage aantal beoordelingen op Trustpilot en Google beperkt ook hun score.",Wasstrips,2026-03-13 13:17:20,"Duurzame verzorgingsproducten, kleding, cadeaus, en meer",36,Luna-Leena haar clips vlinder - gebroken wit /goud - vilt wol - handgemaakt in Nepal,https://thesustainablesuperstore.com/collections/door-klanten-beoordeeld-met/products/luna-leena-haar-clips-vlinder-gebroken-wit-goud-vilt-wol-handgemaakt-in-nepal,50x40x5mm,,Strong Anbessa – bonen,https://thesustainablesuperstore.com/products/strong-anbessa-bonen-1000gr,,1000g,Shampoo Bar,https://thesustainablesuperstore.com/collections/best-verkocht/products/shampoo-bar-lavender,,60g,Strong Anbessa – bonen,https://thesustainablesuperstore.com/products/strong-anbessa-bonen-1000gr,,1000g,"null, null, null, null",,Orders worden binnen drie werkdagen verzonden,,https://www.instagram.com/the_sustainable_superstore/,https://www.facebook.com/profile.php?id=61566330882607,,https://www.tiktok.com/@the_sustainable_s?_t=ZG-8xJNsPADrsX&_r=1,,https://www.linkedin.com/search/results/all/?fetchDeterministicClustersOnly=true&heroEntityKey=urn%3Ali%3Aorganization%3A104739802&keywords=the%20sustainable%20superstore&origin=RICH_QUERY_SUGGESTION&position=0&searchId=741009f3-a8e3-403a-b2ce-b9923b3db732&sid=U5v&spellCorrectionEnabled=false,Done,4.7,15,"1/5 - Marja (3 maanden geleden): Niet kopen hier !!!! Bestelde giftcard wordt niet geleverd en geen reactie,s op mails ,whatsapp en telefoon .... aangifte wegens fraude gedaan dus wees gewaarschuwd voor deze onbetrouwbare verkoper!!","5/5 - Sylvia van Laar (4 jaar geleden): Kreeg een kaart cadeau, en heb iets gekocht van boven de 50 euro met de kaart. Het contact en de uitvoering hiervan was snel en prettig!","5/5 - Marja Hogeweg (4 jaar geleden): Wat een leuk initiatief ! En prima service, snelle reactie. Ik kreeg de cadeaukaart als kerstkado voor mijn vrijwilligerswerk en vond in de gids iets wat ik graag wilde kopen via internet. Daarbij kreeg ik direct hulp via een mail.","Piet Mondriaanstraat 113, 1061 TP Amsterdam, Nederland",ChIJ9RyMdujjxUcRdE-SpMjtStE,Complete,4.6,26,"5/5 - Incredible marketplace offering high-quality, 100% sustainable products. Every item shows care and commitment to the environment. A great place to shop consciously—highly recommend!  - October 28, 2025","5/5 - I have ordered some products for my kitchen, I really love the beeswax wrapping and the Eco dish soap! You can see that all the products are chosen carefully :) - August 21, 2025",/5 -  - ,,https://www.trustpilot.com/review/thesustainablesuperstore.com,Complete,FALSE,0,,,,,,428279407037630,FALSE,search_yG2Vzg4wPpTAPWMmgvMDRdNp,,,1 Prospect Found,Esmée,Cruiming,Oprichter,https://www.linkedin.com/in/esmeecruiming,,,,,,,,,,,,,,,,
33%,The Good Brand,https://www.thegoodbrand.com/ ,18,54,"The Good Brand scoorde goed op Google Rating, maar mist cruciale gegevens over productafmetingen en gewicht, wat de score aanzienlijk beïnvloedt. Daarnaast ontbreken er reviews en advertenties, wat hun zichtbaarheid en betrouwbaarheid beperkt.",Wasstrips,2026-03-13 13:17:28,Duurzame was- en schoonmaakproducten,6,Wasstrips,https://www.thegoodbrand.com/products/wasstrips,10 x 5 x 1mm,5g,Keukenreiniger,https://www.thegoodbrand.com/products/kitchen-cleanser-bottle-with-pod,,,Wasstrips,https://www.thegoodbrand.com/products/wasstrips,10 x 5 x 1mm,5g,Keukenreiniger,https://www.thegoodbrand.com/products/kitchen-cleanser-bottle-with-pod,,,"Oude Moerstraatsebaan 34, 4614 RP, Bergen Op Zoom, Nederland",,Snelle levering binnen 24 uur,,,,,,,,Done,5,3,"5/5 - Abbie Dowsing (een jaar geleden): Ik bestelde een tote bag van het bekende merk Iconic, maar die werd op de luchthaven vastgehouden zonder trackinggegevens. Nadat ik contact had opgenomen met het bekende merk en geen hulp had gekregen, nam ik direct contact op met het bekende merk. Z",5/5 - Samantha Whiteley (5 jaar geleden): Ik ben dol op de Market Totes! Ik heb ze in beide kleuren - kunnen jullie de kleuren toevoegen?,"5/5 - Rhianna Kett (5 jaar geleden): Geweldige producten, geweldige service","25-35 Mace Wy, Melbourne Airport VIC 3045, Australië",ChIJhfuAOEtZ1moRXv4GaQtGoes,Complete,,,,,,,https://www.trustpilot.com/review/thegoodbrand.com,Failed,FALSE,0,,,,,,108371152264486,TRUE,AR11506664182841868289,2025-12-31,No,No Prospects Found,,,,,,,,,,,,,,,,,,,,
74%,Wasstrip.nl,https://wasstrip.nl/ ,35,47,"Wasstrip.nl scoorde hoog op het aantal SKU's, wat een sterke indicator is voor productdiversiteit. Echter, het ontbreken van gegevens over productafmetingen en gewichten, evenals het gebrek aan online beoordelingen en advertenties op Meta, beïnvloedde de score negatief.",Wasstrips,2026-03-13 13:17:34,Wasstrips en vaatwasstrips,31,Vaatwasstrips - 80 wasbeurten,https://wasstrip.nl/a/vaatwasstrips-80-wasbeurten,geschat 60 x 80mm,geschat 40g,Wasstrips natuurlijk fris - 256 sheets/wasjes,https://wasstrip.nl/a/wasstrips-natuurlijk-fris-256-sheets,90 x 110mm,geschat 640g,Vaatwasstrips - 80 wasbeurten,https://wasstrip.nl/a/vaatwasstrips-80-wasbeurten,geschat 60 x 80mm,geschat 40g,Wasstrips natuurlijk fris - 256 sheets/wasjes,https://wasstrip.nl/a/wasstrips-natuurlijk-fris-256-sheets,90 x 110mm,geschat 640g,"Kloppendijk 52, 7591BT, Denekamp, Nederland",17:00,,"Nederland
België",,,,,,,Done,,,,,,,,Failed,,,,,,,https://www.trustpilot.com/review/wasstrip.nl,Failed,FALSE,0,,,,,,395068150354526,TRUE,AR04550195298068070401,2026-03-13,Yes,No Prospects Found,,,,,,,,,,,,,,,,,,,,
48%,Mother's Earth,https://nl.mothersearth.com/ ,46,95,"Mother's Earth scoorde hoog op SKU-aantal en online advertentie-activiteit, maar kreeg lage scores door slechte klantbeoordelingen en het ontbreken van Google Ads. De grootste productafmetingen en het ontbreken van Trustpilot-gegevens droegen ook bij aan de lage score.",Wasstrips,2026-03-13 13:17:41,Milieuvriendelijke schoonmaakproducten,35,Mother's Earth PVA-vrije wasstrips,https://nl.mothersearth.com/products/wasstrips?variant=52847787016530,100 x 100 x 10mm,20g,Houten 'Make A Difference' Bewaardoos,https://nl.mothersearth.com/products/houten-make-a-difference-bewaardoos-2-0?variant=50218535944530,300 x 200 x 150mm,800g,Mother's Earth PVA-vrije wasstrips,https://nl.mothersearth.com/products/wasstrips?variant=52847787016530,100 x 100 x 10mm,20g,Houten 'Make A Difference' Bewaardoos,https://nl.mothersearth.com/products/houten-make-a-difference-bewaardoos-2-0?variant=50218535944530,300 x 200 x 150mm,800g,"null, null, null, null",22:00,,,,,,,,,Done,2.9,106,1/5 - Travel Couple (in de afgelopen week): De wasstrips voor de wasmachine werken voor geen meter. Dikke klonten in de wasmachine en witte vlekken in onze kleding waardoor wij het weer konden wassen en soms wel 2x (uiteraard met een andere wasmiddel).  Helaas tot nu toe nog geen reactie van d,"1/5 - Anne Blacquiere (een maand geleden): Was wordt matig schoon, strips lossen regelmatig niet goed op waardoor een dikke kauwgomachtige klodder aan de binnenkant van de wasmachine of op je kledingstukken geplakt zit. Daarnaast is het onzin dat er geen plastic in zit dus je wordt ook nog ee","1/5 - Kim Kok (2 maanden geleden): Een aantal punten waarom ik 1 ster geef:
1: mijn vaat werd niet goed schoon. Zelfs met 2 doekjes niet. Dat terwijl ik alles eerst voorspoelen.
2: ik kreeg ineens een nieuw pakket (en werd er geld afgeschreven) naar 4 maanden terwijl ik niet had gekoz","Lekstraat 138II, 1079 EX Amsterdam, Nederland",ChIJ01VjCQALxkcRXsaN91I78so,Complete,2.9,,/5 -   - ,/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/nl.mothersearth.com,Complete,TRUE,352,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",2026-03-13,Yes,,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=318568528197977,318568528197977,FALSE,search_o87gAV43YWhxw7JBxk1PwrlO,,,2 Prospect Found,Floris,Gutker de Geus,CEO & Co-Founder,https://www.linkedin.com/in/floris-gutker-de-geus-600b89170/,Lisette,Gutker De Geus,Co-Founder Mother's Earth,https://www.linkedin.com/in/lisette-gutker-de-geus-8536302b9,,,,,,,,,,,,
49%,Leafly,https://leafly.eco/ ,18,37,"Leafly scoort laag door het ontbreken van gegevens over SKU's, productgrootte en gewicht, wat cruciaal is voor logistiek. Positief is dat ze actief zijn met Meta Ads, wat hun online zichtbaarheid vergroot. Hun Trustpilot-score is gemiddeld, maar met weinig reviews.",Wasstrips,2026-03-13 13:17:49,Wasstrips en accessoires voor milieuvriendelijk wassen,,,,,,,,,,,,,,,,,,"null, null, null, null",16:00,"Voor 16:00 besteld op werkdagen, morgen in huis in NL.","Nederland
België",,,,,,,Done,,,,,,,,Failed,3.8,2,"5/5 - De wasstrips werken goed, snel in huis, prettige prijs.  - October 7, 2025",/5 -  - ,/5 -  - ,,https://www.trustpilot.com/review/leafly.eco,Complete,TRUE,4,"FACEBOOK, INSTAGRAM",2026-03-13,Yes,496,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=626340860568187,626340860568187,TRUE,AR00760186035748470785,2025-10-08,No,No Prospects Found,,,,,,,,,,,,,,,,,,,,
67%,Briters,https://briters.nl/ ,67,100,"Briters scoorde hoog op klanttevredenheid en marketinginspanningen, wat hun sterke punten zijn. Echter, het beperkte aantal SKU's en de kleinere productafmetingen beïnvloeden hun score negatief.",Wasstrips,2026-03-13 13:17:56,Duurzame en milieuvriendelijke huishoudelijke producten,7,Briters Tooth Tabs,https://briters.nl/product/tooth-tabs?,100 x 50 x 50mm,150g,Briters Bewaarblik Veilige en Duurzame Opslag,https://briters.nl/product/bewaarblik?,300 x 200 x 100mm,500g,Briters Wasstrips,https://briters.nl/product/wasstrips?,150 x 100 x 20mm,100g,Briters Puur Wasmiddel Biologisch wasconcentraat,https://briters.nl/product/puur-wasmiddel?,200 x 80 x 80mm,600g,"Hoogendijk 2C, 2952 AE, Alblasserdam, Nederland",16:00,,"Nederland
België",,,https://www.youtube.com/channel/UCdaQROUXsGi8RG3nz8TP_3A,,,,Done,4.6,1429,"5/5 - Ynske Jansen (een maand geleden): Wasstrips ruiken heerlijk
Bezorging is minder goed gegaan; 3 doosjes stuk en inhoud los in verpakkingsdoos.
Het bewaarblik helemaal gedrukt en niet te gebruiken.
Heb direct nieuwe blik(ken) toegezonden gekregen.
Top service!!!","4/5 - Sandra De Vos (een maand geleden): De wasstrips zijn zeker ok  lossen goed op , wassen zowel wit als gekleurde en zwarte was . De kleuren blijven mooi na veelvuldig wassen en ja zelfs de zwarte was , en de vlekken moet je bij elk merk wasmiddel voorbereiden ik doe een stukje van het b","3/5 - IIlaD KostWat (3 maanden geleden): Ik zit tussen  3 en 4 **** en de reden is omdat ik mijn Was niet lekker vindt ruiken, ik heb ook de was parfum erbij besteld 4 ml  bij het wasgoed. Of ik nou  30 of 40  of 60 graden was!  Ik ruik niets in mijn trappenhuis?  Wat ik normaal wel ruik me","Warmoesstraat 155, 1012 JC Amsterdam, Nederland",ChIJo7YnLxXvYIMRbXElIti2q0g,Complete,4.2,1732,"5/5 - love the quality and the quick delivery. highly recommended.  - March 31, 2025","5/5 - They are perfect, clean very good, smell fresh and of course no waste. Thanks - July 5, 2024","5/5 - thank you! - October 13, 2022",,https://www.trustpilot.com/review/briters.nl,Complete,TRUE,16,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS, MESSENGER",2026-03-13,Yes,3976,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=101158332579738,101158332579738,TRUE,AR07557488088277057537,2026-03-13,Yes,No Prospects Found,,,,,,,,,,,,,,,,,,,,
